Island,Site,Plot,SY,Date_Survey,Pore_water,Inside_plot,Survey_start,Survey_end,Personnel,Water_depth,Temp,DO_percent,DO_mg_L,Salinity_ppt,SPC,TDS,pH,Syringe_used,Notes,water_depth_below_zero,Salinity_ppt_above_70ppt,TDS_above_70ppt
St Croix,Southgate,C,2022,11/16/2021,Yes,Yes,13:41,NA,"KWG, HS, AND, AH",7,34.7,230.1,12.58,45.68,67633,43943,,Yes,,,,
St Croix,Southgate,C,2022,11/16/2021,Yes,Yes,13:41,NA,"KWG, HS, AND, AH",3,34.7,110.9,6,47.75,70279,45678,,Yes,,,,
St Croix,Southgate,A,2023,7/12/2023,NA,NA,NA,NA,"AJH, KH",,,,,,,,,,no sample taken; no water accessible due to dried pond,,,
St Croix,Southgate,A,2023,6/24/2022,NA,NA,NA,NA,"KH, AJH",,,,,,,,,,no sample taken; no water accessible due to dried pond,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",16,23.7,70,5.43,13.93,23017,14981,8,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",15,23.7,61.2,4.74,13.93,23086,14988,7.83,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,A,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",12.8,23.5,53.8,4.18,13.92,23026,14978,7.75,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,6/24/2022,yes,no,12:35,12:45,"KH, AJH",3.9,37.4,163.4,7.37,41.63,62535,40659,,yes,"water near, but outside the plot",,,
St Croix,Southgate,B,2023,6/24/2022,yes,no,12:35,12:45,"KH, AJH",1.1,36.9,118.7,6.42,41.82,62714,40768,,yes,"water near, but outside the plot",,,
St Croix,Southgate,B,2023,6/24/2022,no,no,12:35,12:45,"KH, AJH",5.3,37,153.4,8.15,46.41,68749,44672,,no,"water near, but outside the plot",,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",28,23.4,80.1,6.31,13.42,22279,14482,8.75,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",29,23.4,82.1,6.46,,22255,14469,8.74,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",11.5,23.7,67.3,5.26,13.36,22176,14412,8.6,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,B,2023,7/12/2023,NA,NA,NA,NA,"AJH, KH",,,,,,,,,,no sample taken; no water accessible due to dried pond,,,
St Croix,Southgate,C,2023,6/24/2022,yes,no,13:36,13:46,"KH, AJH",6.3,35.3,186.7,6.6,128,158746,103176,,yes,"water near, but outside the plot",,,
St Croix,Southgate,C,2023,6/24/2022,yes,no,13:36,13:46,"KH, AJH",6.3,35.2,109.7,3.73,134.87,165181,107384,,yes,"water near, but outside the plot",,,
St Croix,Southgate,C,2023,6/24/2022,no,no,13:36,13:46,"KH, AJH",12.4,35.5,64.1,2.11,136.15,166418,108187,,yes,"water near, but outside the plot",,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",37,23.8,61.3,4.73,13.57,22509,14630,8.95,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",40,23.9,56.3,4.39,13.56,22491,14620,8.92,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,2/17/2023,NA,NO,NA,NA,"KWG,AND",35,23.8,51.8,4.02,13.54,22467,14601,8.91,N,Sampled in pond just outside plot ,,,
St Croix,Southgate,C,2023,7/12/2023,NA,NO,9:01,NA,"AJH, KH",2.5,30,177.9,8.46,83.02,11984,72788,8.08,Y,,,,
St Croix,Southgate,C,2023,7/12/2023,NA,NO,9:01,NA,"AJH, KH",2,30.3,131.5,6.27,85,114869,74671,8.01,Y,STILL READING RTB FOR DO%,,,
St Croix,Southgate,C,2023,7/12/2023,NA,NO,9:01,NA,"AJH, KH",3,30.1,170.9,8.18,83.61,11293,73195,8,Y,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,,,,,,11.3,40.5,,,2.93,5557,3617,9.23,N,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,,,,,,24.8,40.5,349.2,3.32,3.33,6271,4077,9.2,N,,,,
St Thomas,STEER Basin,A,2024,6/18/2024,,,,,,8.4,38,38.3,2.12,3.74,6920,4507,8.45,Y,,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",12,33.8,130,8.4,16.86,27743,18047,8.42,N,Outside Plot,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",17.7,34.2,,,17.77,29097,18912,8.41,N,Outside Plot,,,
St Thomas,STEER Basin,C,2024,6/18/2024,,,,,,2.5,30.5,47.5,3.45,2.49,4714,3066,8.34,Y,,,,
St Thomas,STEER Basin,A,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",12.8,32.9,98,6.43,17.31,28378,18446,8.34,N,Outside Plot,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",6.5,32.2,27.2,1.84,6.13,10926,7101,8.24,N,Outside Plot,,,
St Thomas,STEER Basin,C,2024,6/18/2024,,,,,,10.9,31.1,79.3,5.8,2.09,3982,2588,8.22,Y,,,,
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",4.3,30.2,102.1,6.61,27.3,42745,27760,8.22,Y,,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",7.5,29,19,1.27,11.67,19678,12774,8.21,N,Outside Plot,,,
St Thomas,STEER Basin,C,2024,6/18/2024,,,,,,10,31,12.3,0.86,2.76,5175,3365,8.2,N,,,,
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",5.8,30.7,86.5,5.54,27.65,43176,28069,8.05,Y,Outside Plot,,,
St Thomas,STEER Basin,B,2024,7/8/2024,,NA,NA,NA,"LU, KWG",6,33,59.2,3.71,28.98,45419,29535,7.98,N,,,,
St Thomas,STEER Basin,B,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",2.9,27.7,85.3,5.69,28.67,44502,28926,7.78,Y,Outside Plot,,,
St Thomas,STEER Basin,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",9.4,29.2,9.1,0.57,16.12,26477,17213,7.75,n,Outside Plot,,,
St Thomas,STEER Basin,B,2024,7/8/2024,,NA,NA,NA,"LU, KWG",5,35.8,15.5,0.98,29.19,45582,29612,7.72,N,,,,
St Thomas,STEER Basin,B,2024,7/8/2024,,NA,NA,NA,"LU, KWG",5.4,38.8,8.3,0.56,26.27,41705,27227,7.58,N,,,,
St Thomas,STEER Basin,B,2024,6/18/2024,,,,,,9.5,42.5,,,2.24,4349,2432,,N,,,,
St Thomas,STEER Basin,B,2024,6/18/2024,,,,,,52,38,291.4,19.96,2.85,5395,3596,,NA,,,,
St Thomas,STEER Basin,B,2024,6/18/2024,,,,,,55,38,324.5,21.55,2.94,5593,3610,,N,,,,
St Thomas,STEER Basin,B,2022,2/22/2022,yes,no,11:53,12:07,"KWG, AND, KT, HL, LU, LP, KH",2.8,26.8,100,7.18,20.49,32851,21356,,yes,rained during sample,,,
St Thomas,STEER Basin,C,2022,2/22/2022,no,yes,13.47,13:54,"KWG, AND, KT, HL, LU, LP, KH",21.5,28,103.9,6.93,29.75,46050,29935,,no,,,,
St Thomas,STEER Basin,C,2022,2/22/2022,yes,yes,13.47,13:54,"KWG, AND, KT, HL, LU, LP, KH",10.4,29.4,65.5,4.23,30.3,46820,30434,,yes,,,,
St Thomas,STEER Basin,C,2022,2/22/2022,yes,yes,13.47,13:54,"KWG, AND, KT, HL, LU, LP, KH",11.6,27.6,108.9,7.29,31.09,47846,31116,,yes,,,,
St Thomas,STEER Basin,C,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",7,33.4,36.3,1.87,32.02,49498,32226,,N,,,,
St Thomas,STEER Basin,A,2022,10/19/2021,No,yes,12:24,NA,"KWG, AND, KT, HL, LU, LP, KH",9.8,39.3,311.5,17.22,32.83,50689,33015,,Yes,Mostly dead mangroves,,,
St Thomas,STEER Basin,A,2022,10/19/2021,No,yes,12:24,NA,"KWG, AND, KT, HL, LU, LP, KH",19.4,39.3,320.9,17.69,32.91,50888,33091,,Yes,Mostly dead mangroves,,,
St Thomas,STEER Basin,A,2022,10/19/2021,No,yes,12:24,NA,"KWG, AND, KT, HL, LU, LP, KH",13.3,39.5,320.3,17.32,32.9,50922,33091,,Yes,Mostly dead mangroves,,,
St Thomas,STEER Basin,C,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",13.5,31.6,14.9,0.86,33.34,51132,33258,,N,,,,
St Thomas,STEER Basin,C,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",11,31.7,21.8,0.95,33.48,51416,33475,,N,,,,
St Thomas,STEER Basin,A,2022,2/22/2022,no,yes,11:20,11:26,"KWG, AND, KT, HL, LU, LP, KH",7.5,28.1,143.4,9.4,34.2,51968,33783,,no,,,,
St Thomas,STEER Basin,A,2022,2/22/2022,no,yes,11:20,11:26,"KWG, AND, KT, HL, LU, LP, KH",8.1,28,145.6,9.57,34.33,52282,33955,,no,,,,
St Thomas,STEER Basin,A,2022,2/22/2022,no,yes,11:20,11:26,"KWG, AND, KT, HL, LU, LP, KH",5.3,28,142.3,9.42,34.34,52210,33985,,no,,,,
St Thomas,STEER Basin,B,2023,7/14/2022,no,yes,10:40,10:50,"AND, KWG, MG, KH",1.4,32.9,98.8,5.83,37.13,56241,36548,,yes,standing water at site,,,
St Thomas,STEER Basin,B,2023,7/14/2022,no,yes,10:40,10:50,"AND, KWG, MG, KH",2.6,30.6,100.2,6.14,37.46,56604,36799,,yes,standing water at site,,,
St Thomas,STEER Basin,B,2023,7/14/2022,no,yes,10:40,10:50,"AND, KWG, MG, KH",1.9,31.1,93.4,5.61,37.5,56661,36811,,yes,standing water at site,,,
St Thomas,STEER Basin,A,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",10,35.6,207.5,11.9,39.99,57664,37519,,N,,,,
St Thomas,STEER Basin,B,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",5,31.7,83.3,4.94,38.25,57768,37569,,Y,,,,
St Thomas,STEER Basin,B,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",2.5,34.1,106.5,6.13,38.29,57924,37655,,Y,,,,
St Thomas,STEER Basin,A,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",9,36.9,,,38.33,58077,37725,,N,,,,
St Thomas,STEER Basin,B,2022,2/22/2022,no,yes,12:53,13:07,"KWG, AND, KT, HL, LU, LP, KH",14.5,26.3,66.5,4.24,38.71,58101,37783,,no,rained during sample,,,
St Thomas,STEER Basin,A,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",10.5,36.7,356.1,19.79,38.25,58064,37791,,N,,,,
St Thomas,STEER Basin,B,2023,8/14/2023,NA,NA,NA,NA,"LB, AD, AH",20,34.1,101.9,5.87,38.5,58216,37814,,N,,,,
St Thomas,STEER Basin,B,2022,2/22/2022,no,yes,13:53,14:07,"KWG, AND, KT, HL, LU, LP, KH",21.5,26.3,67.1,4.31,38.76,58157,37826,,no,rained during sample,,,
St Thomas,STEER Basin,A,2023,7/14/2022,no,yes,10:02,10:12,"AND, KWG, MG, KH",13.7,30.1,55.2,3.43,38.76,58307,37903,,no,standing water at site,,,
St Thomas,STEER Basin,A,2023,7/14/2022,no,yes,10:02,10:12,"AND, KWG, MG, KH",13.4,31.4,75.5,4.44,39.14,58930,38337,,no,standing water at site,,,
St Thomas,STEER Basin,A,2023,7/14/2022,no,yes,10:02,10:12,"AND, KWG, MG, KH",12.1,31.2,72.2,4.26,39.63,59547,38727,,no,standing water at site,,,
St Thomas,STEER Basin,C,2023,7/14/2022,no,yes,9:34,9:43,"AND, KWG, MG, KH",2.8,28.8,78,4.66,41.94,62630,40789,,yes,"standing water at site, but in puddles",,,
St Thomas,STEER Basin,C,2023,7/14/2022,no,yes,9:34,9:43,"AND, KWG, MG, KH",2.5,29.2,21.1,1.27,43.06,63907,41540,,no,"standing water at site, but in puddles",,,
St Thomas,STEER Basin,C,2023,7/14/2022,no,yes,9:34,9:43,"AND, KWG, MG, KH",1.6,28.4,90.5,5.51,43.52,64531,42048,,yes,"standing water at site, but in puddles",,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"KWG, AND",72.8,31.8,163.5,,33.56,51410,33412,8.27,N,,,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"KWG, AND",95.5,31.8,157.2,8.87,33.62,51329,33496,8.27,N,,,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"KWG, AND",83.5,31.7,141.3,8.68,33.04,50762,33082,8.22,N,mangrove oysters on prop roots,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",84.4,28.5,10.2,6.67,33.22,50789,33017,8.07,Y,Outside Plot,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",48,28.5,98.9,6.93,19.25,31077,20190,8.05,Y,Outside Plot,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",22.5,28.8,97.2,6.22,34.25,52216,33935,7.98,N,Outside Plot,,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"SM, LU",3.7,27.7,81,5.91,26.63,41637,27062,7.94,Y,,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",3.8,26,80.3,5.65,24.32,38415,24996,7.91,Y,Standing in Plot,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",40.5,28.7,92.6,5.83,35.37,53378,34817,7.9,N,,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",66.1,28.7,93.1,5.86,,,38875,7.89,N,,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",39.1,29.2,95.5,6.05,35.26,53600,34837,7.85,N,,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",6.2,25.9,69.4,4.69,33.2,50736,33015,7.78,N,Standing H2O Site,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",7.8,23.9,64.2,4.31,33.16,50656,32596,7.68,N,Standing H2O Site,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",32,26.3,51.5,3.04,31.51,48383,31484,7.65,N,Outside Plot,,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"SM, LU",2.9,27.7,90.3,6.24,26.9,42038,27330,7.63,Y,,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",63.5,26.3,38.4,2.54,31.53,48399,31458,7.63,N,Outside Plot,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",4.7,27.5,71.3,4.89,20.41,32860,21315,7.61,Y,Outside Plot,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",8.8,25.6,65.1,4.41,32.27,49469,32192,7.61,N,Standing H2O Site,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",3.5,25.2,40.3,2.51,22.98,36868,24256,7.6,N,Standing in Plot,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",5.1,25,34.2,2.35,10.94,18640,12001,7.59,Y,Standing in Plot,,,
St Thomas,STEER Fringe,B,2023,1/12/2023,NA,NA,9:13 AM,3:07 PM,"KWG,AND,JS,JP,LU,KT",31.5,25.9,41.5,2.68,30.71,47255,30722,7.58,N,Outside Plot,,,
St Thomas,STEER Fringe,B,2024,7/8/2024,,NA,NA,NA,"SM, LU",2.5,27.3,37.6,2.79,12.14,26392,13263,7.56,Y,DO% RTB,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",7.9,25.8,35.2,2.48,20.6,32989,21444,7.54,Y,Outside Plot,,,
St Thomas,STEER Fringe,C,2023,1/12/2023,NA,NA,NA,NA,"KWG,AND,JS,JP,LU,KT",4,28.1,81,5.79,14.7,24186,16509,7.4,Y,Outside Plot,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",3.1,29.2,95.5,6.15,31.69,48495,31590,7.34,Y,,,,
St Thomas,STEER Fringe,C,2024,7/8/2024,,NA,NA,NA,"KWG, AND",5,32.6,78.9,4.85,29.98,46152,30016,7.33,Y,,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",3.9,28.8,93.2,6,31.82,48695,31415,7.28,Y,,,,
St Thomas,STEER Fringe,A,2024,7/5/2024,,NA,NA,NA,"SM, TC",5.2,28.4,86.1,5.58,32.25,49190,32019,7.26,Y,,,,
St Thomas,STEER Fringe,C,2024,7/8/2024,,NA,NA,NA,"KWG, AND",4.3,30.4,73.8,4.64,31.25,48184,31316,7.07,Y,,,,
St Thomas,STEER Fringe,C,2024,7/8/2024,,NA,NA,NA,"KWG, AND",3.9,29.5,66.2,4.1,37.24,49730,32310,7,Y,,,,
St Thomas,STEER Fringe,B-IN,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",5.1,25,34.2,2.35,10.94,18640,12001,,N,pH:7.59;standing in plot,,,
St Thomas,STEER Fringe,E-IN,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",4,28.1,81,5.79,14.7,24186,16509,,Y,pH:7.40;,,,
St Thomas,STEER Fringe,C,2022,2/22/2022,no,no,10:05,10:15,"KWG, AND, KT, HL, LU, LP, KH",4,26.2,29.3,2.13,16.63,27194,17660,,yes,,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",19.3,28.6,36,2.44,16.7,27276,17713,,Yes,,,,
St Thomas,STEER Fringe,C,2022,2/22/2022,no,no,10:05,10:15,"KWG, AND, KT, HL, LU, LP, KH",4.4,25.6,16.8,1.23,17.36,28138,18335,,yes,,,,
St Thomas,STEER Fringe,C-OUT,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",48,28.5,98.9,6.93,19.25,31077,20190,,Y,pH:8.05;,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",14.2,28.8,27.4,1.88,19.92,,20852,,Yes,,,,
St Thomas,STEER Fringe,E-IN,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",4.7,27.5,71.3,4.89,20.41,32060,21315,,Y,pH:7.61;,,,
St Thomas,STEER Fringe,E-IN,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",7.9,25.8,35.2,2.48,20.6,32989,21444,,Y,pH:7.54;,,,
St Thomas,STEER Fringe,C,2022,10/19/2021,No,yes,8:55,NA,"HAS, KH, LU, LP, KWG, KT, AND",8,29.1,37.1,2.41,21.88,34894,22699,,Yes,,,,
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",1.5,33.3,43.8,2.75,22.94,36350,23608,,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,B-IN,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",3.5,25.2,40.3,2.51,22.98,36868,24256,,N,pH:7:60;standing in plot,,,
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",2,33.6,48.3,2.99,24,38135,24795,,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,B,2022,10/15/2021,No,yes,11:57,NA,"HAS, KH, LU, LP, KWG, KT, AND",1.5,31.3,53.6,3.46,24.17,38311,24901,,Yes,Albino RHMA propagules,,,
St Thomas,STEER Fringe,B-IN,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",3.8,26,80.3,5.65,24.32,38415,24996,,N,pH:7.91;standing in plot,,,
St Thomas,STEER Fringe,B-OUT,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",32,26.3,51.5,3.04,31.51,48383,24996,,N,pH:7.65;outside plot,,,
St Thomas,STEER Fringe,B-OUT,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",31.5,25.9,41.5,2.68,30.71,47255,30722,,N,pH:7.58;outside plot,,,
St Thomas,STEER Fringe,A,2022,10/15/2021,No,yes,9:34,NA,"HAS, KH, LU, LP, KWG, KT, AND",9.5,29.2,101.6,6.55,31,47860,31075,,Yes,"Culerpa mat on ground, sargassum, dwarf forest so many trees below DBH, all RHMA with lots of Herbivory",,,
St Thomas,STEER Fringe,B-OUT,2023,1/12/2023,NA,NA,10:41,NA,"KWG,AND,JS,LU,KT",63.5,26.3,38.4,2.54,31.53,48399,31458,,N,pH:7.63;outside plot,,,
St Thomas,STEER Fringe,A,2022,10/15/2021,No,yes,9:34,NA,"HAS, KH, LU, LP, KWG, KT, AND",6.5,28.6,107.5,6.98,31.74,48750,31738,,Yes,"Culerpa mat on ground, sargassum, dwarf forest so many trees below DBH, all RHMA with lots of Herbivory",,,
St Thomas,STEER Fringe,A,2022,10/15/2021,No,yes,9:34,NA,"HAS, KH, LU, LP, KWG, KT, AND",10,28.7,105.8,6.85,31.86,48935,31808,,Yes,"Culerpa mat on ground, sargassum, dwarf forest so many trees below DBH, all RHMA with lots of Herbivory",,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13,NA,"KWG,AND,JS,LU,KT",8.8,25.6,65.1,4.41,32.27,49469,32192,,N,pH:7.61;standing H20 ,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13,NA,"KWG,AND,JS,LU,KT",7.8,23.9,64.2,4.31,33.16,50656,32956,,N,pH:7.68;standing H20 site,,,
St Thomas,STEER Fringe,A,2023,1/12/2023,NA,NA,9:13,NA,"KWG,AND,JS,LU,KT",6.2,25.9,69.4,4.69,33.2,50736,33015,,N,pH:7.78;standing H2O site,,,
St Thomas,STEER Fringe,C-OUT,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",84.4,28.5,10.2,6.67,33.22,50789,33017,,Y,pH:8.07;,,,
St Thomas,STEER Fringe,C-OUT,2023,1/12/2023,NA,NA,11:48,NA,"KWG,AND,JS,LU,KT",22.5,28.8,97.2,6.22,34.25,52216,33935,,N,pH:7.98;,,,
St Thomas,STEER Fringe,B,2023,8/23/2022,no,no,12:21,12:31,"AND, AJH, LP",150,32.4,121.4,7.33,34.23,52328,34018,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,B,2023,8/23/2022,no,no,12:21,12:31,"AND, AJH, LP",37,32.5,111.7,6.73,34.25,52372,34032,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,B,2023,8/23/2022,no,no,12:21,12:31,"AND, AJH, LP",50,32.5,119.7,7.3,34.28,52395,34068,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,A,2023,8/23/2022,no,no,11:45,11:55,"AND, AJH, LP",47,30.7,92.4,5.7,34.82,53090,34512,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,C,2023,8/23/2022,no,no,12:56,13:56,"AND, AJH, LP",7.5,35.1,154.8,9.17,34.78,53222,34596,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,A,2023,8/23/2022,no,no,11:45,11:55,"AND, AJH, LP",8.3,30.6,91.7,5.64,34.99,53278,34633,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,A,2023,8/23/2022,no,no,11:45,11:55,"AND, AJH, LP",6.7,30.6,98.6,6.03,35.14,53493,34771,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,C,2022,2/22/2022,no,no,10:05,10:15,"KWG, AND, KT, HL, LU, LP, KH",8,26.3,20.1,1.3,35.32,53528,34792,,yes,,,,
St Thomas,STEER Fringe,B,2022,2/22/2022,no,no,9:33,9:40,"KWG, AND, KT, HL, LU, LP, KH",7.8,25.4,49.2,3.3,35.77,54117,35177,,no,,,,
St Thomas,STEER Fringe,B,2022,2/22/2022,no,no,9:33,9:40,"KWG, AND, KT, HL, LU, LP, KH",14,25.4,56.3,3.73,35.8,54238,35206,,no,,,,
St Thomas,STEER Fringe,B,2022,2/22/2022,no,no,9:33,9:40,"KWG, AND, KT, HL, LU, LP, KH",13.7,25.7,72.6,4.86,36.07,54513,35936,,no,,,,
St Thomas,STEER Fringe,A,2022,2/22/2022,no,yes,8:50,8:58,"KWG, AND, KT, HL, LU, LP, KH",6,24.4,61.5,4.15,36.64,55625,35937,,yes,,,,
St Thomas,STEER Fringe,C,2023,8/23/2022,no,no,12:56,13:56,"AND, AJH, LP",19,36,85.4,4.73,36.63,55782,36258,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,A,2022,2/22/2022,no,yes,8:50,8:58,"KWG, AND, KT, HL, LU, LP, KH",5.3,24.3,75.1,5.1,37.07,55824,36281,,yes,,,,
St Thomas,STEER Fringe,C,2023,8/23/2022,no,no,12:56,13:56,"AND, AJH, LP",16.5,38.4,50.2,2.69,38.96,59046,38373,,no,"site adjacent, no standing H2O in plot",,,
St Thomas,STEER Fringe,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",6,38,51.4,2.72,41.02,51832,40268,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",4,37,52.2,2.81,41.35,62190,40463,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",3,29.4,96.5,5.85,44.73,62214,40464,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",3,30,94.1,5.65,42.47,62291,41138,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,A,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",3,30,36.5,2.18,42.71,63502,41286,,Y,DEPTH ESTIMATED,,,
St Thomas,STEER Fringe,C,2024,7/28/2024,NA,NA,NA,NA,"JS, KH, DG",1,36.9,102,5.37,45.81,67485,44218,,Y,DEPTH ESTIMATED,,,
